"District","FIPS","Year","English Learner Status","Variable","Measure Type","Value"
"Watertown School District","900580490","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Watertown School District","900580490","2018-2019","English Language Learner","Suspensions","Percent","5.4"
"Watertown School District","900580490","2019-2020","English Language Learner","Suspensions","Percent","-6666"
"West Hartford School District","900382590","2009-2010","English Language Learner","Suspensions","Percent","5.7"
"West Hartford School District","900382590","2010-2011","English Language Learner","Suspensions","Percent","3.2"
"West Hartford School District","900382590","2011-2012","English Language Learner","Suspensions","Percent","5.2"
"West Hartford School District","900382590","2012-2013","English Language Learner","Suspensions","Percent","4.3"
"West Hartford School District","900382590","2013-2014","English Language Learner","Suspensions","Percent","3.7"
"West Hartford School District","900382590","2014-2015","English Language Learner","Suspensions","Percent","5.4"
"West Hartford School District","900382590","2015-2016","English Language Learner","Suspensions","Percent","4.8"
"West Hartford School District","900382590","2016-2017","English Language Learner","Suspensions","Percent","4.5"
"West Hartford School District","900382590","2017-2018","English Language Learner","Suspensions","Percent","5.3"
"West Hartford School District","900382590","2018-2019","English Language Learner","Suspensions","Percent","5.2"
"West Hartford School District","900382590","2019-2020","English Language Learner","Suspensions","Percent","3.7"
"West Haven School District","900982870","2009-2010","English Language Learner","Suspensions","Percent","5.1"
"West Haven School District","900982870","2010-2011","English Language Learner","Suspensions","Percent","6.7"
"West Haven School District","900982870","2011-2012","English Language Learner","Suspensions","Percent","4.1"
"West Haven School District","900982870","2012-2013","English Language Learner","Suspensions","Percent","4.1"
"West Haven School District","900982870","2013-2014","English Language Learner","Suspensions","Percent","3.9"
"West Haven School District","900982870","2014-2015","English Language Learner","Suspensions","Percent","2.8"
"West Haven School District","900982870","2015-2016","English Language Learner","Suspensions","Percent","5.1"
"West Haven School District","900982870","2016-2017","English Language Learner","Suspensions","Percent","2.1"
"West Haven School District","900982870","2017-2018","English Language Learner","Suspensions","Percent","3.5"
"West Haven School District","900982870","2018-2019","English Language Learner","Suspensions","Percent","4.9"
"West Haven School District","900982870","2019-2020","English Language Learner","Suspensions","Percent","4.2"
"Westbrook School District","900781680","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Westbrook School District","900781680","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Westbrook School District","900781680","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"Westbrook School District","900781680","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Westbrook School District","900781680","2013-2014","English Language Learner","Suspensions","Percent","-6666"
"Westbrook School District","900781680","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"Westbrook School District","900781680","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Westbrook School District","900781680","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Westbrook School District","900781680","2017-2018","English Language Learner","Suspensions","Percent","-6666"
"Westbrook School District","900781680","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Westbrook School District","900781680","2019-2020","English Language Learner","Suspensions","Percent","-6666"
"Western Connecticut Regional Educational Services","","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"Western Connecticut Regional Educational Services","","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"Western Connecticut Regional Educational Services","","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"Western Connecticut Regional Educational Services","","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Western Connecticut Regional Educational Services","","2013-2014","English Language Learner","Suspensions","Percent","-6666"
"Western Connecticut Regional Educational Services","","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"Western Connecticut Regional Educational Services","","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Western Connecticut Regional Educational Services","","2016-2017","English Language Learner","Suspensions","Percent","-6666"
"Western Connecticut Regional Educational Services","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Western Connecticut Regional Educational Services","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Western Connecticut Regional Educational Services","","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Weston School District","900183430","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Weston School District","900183430","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Weston School District","900183430","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Weston School District","900183430","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Weston School District","900183430","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Weston School District","900183430","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Weston School District","900183430","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Weston School District","900183430","2016-2017","English Language Learner","Suspensions","Percent","-6666"
"Weston School District","900183430","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Weston School District","900183430","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Weston School District","900183430","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Westport School District","900183500","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"Westport School District","900183500","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Westport School District","900183500","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Westport School District","900183500","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Westport School District","900183500","2013-2014","English Language Learner","Suspensions","Percent","-9999"
